Opentime,Parkinfo,cost_level,Product_evaluation,Environment_evaluation,Service_evaluation,latitude,longitude,District,Area,Shopid,total_shop,clothes_and_shoes,food,entertainment,makeup,shopping,digital,other,group_purchase,comment,checkins,MetroStation,popular
12,0,3,0,0,0,31.29866,121.515,16,7,17875068,0,0,0,0,0,0,0,0,0,3,0,1,0
14,0,1,0,0,0,31.04905,121.20042,17,17,17884900,74,2,37,6,2,0,1,26,13,2,3,0,0
12,0,3,0,0,0,31.24578,121.39745,4,17,17925140,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,2,0,0,0,31.25088,121.38328,4,17,17925163,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,0,31.38462,121.24806,1,17,17925176,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,31.04641,121.75694,6,17,17925181,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,1,0,0,0,31.04804,121.7553,6,17,17925197,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.39106,121.68289,21,17,17925200,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,1,0,6.9,0,31.20314,121.55759,6,10,17952784,196,7,113,12,1,0,0,63,44,68,25,1,1
12,0,3,7,7,7,31.23833,121.48868,15,17,17958992,0,0,0,0,0,0,0,0,0,3,0,1,0
12,1,3,0,9,0,31.21692,121.47526,10,17,17969607,177,67,31,7,5,4,1,62,5,163,59,1,1
12,1,3,0,0,6.9,31.40998,121.35169,2,17,17970859,0,0,0,0,0,0,0,0,0,20,6,0,0
12,0,2,6.9,7,6.9,31.21167,121.62747,6,9,18033513,38,0,30,2,0,0,0,6,6,6,1,0,0
12,0,3,6.9,6.9,0,31.08187,121.26326,17,17,18040019,0,0,0,0,0,0,0,0,0,2,0,0,0
11,0,3,0,0,0,31.24249,121.48649,3,17,18042931,0,0,0,0,0,0,0,0,0,0,0,1,0
11,1,3,6.9,7,7,31.24249,121.48649,15,17,18049525,0,0,0,0,0,0,0,0,0,1,0,1,0
24,0,3,0,0,0,31.17502,121.36412,12,17,18049526,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,31.32093,121.38741,2,17,18077612,0,0,0,0,0,0,0,0,0,5,0,1,0
0,0,1,0,0,0,31.1873,121.492,6,8,18080804,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,2,0,0,7,31.1873,121.492,6,8,18082965,0,0,0,0,0,0,0,0,0,3,0,1,0
12,0,1,7,6.9,6.9,31.22795,121.51665,6,4,18088208,0,0,0,0,0,0,0,0,0,1,0,1,0
14,0,1,0,0,0,0,0,5,15,18093193,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.30175,121.51911,16,7,18135248,0,0,0,0,0,0,0,0,0,4,0,0,0
12,0,3,0,0,0,31.06314,121.30922,17,17,18138761,0,0,0,0,0,0,0,0,0,3,0,0,0
5,0,1,6.9,0,0,31.18751,121.49061,6,8,18140161,0,0,0,0,0,0,0,0,0,3,0,1,0
16,0,2,0,0,0,31.16142,121.44484,7,17,18148847,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,3,0,0,0,31.03469,121.24692,17,17,18172295,0,0,0,0,0,0,0,0,0,2,0,0,0
12,1,2,0,0,0,31.26437,121.53799,16,17,18172340,146,49,40,5,1,2,1,48,16,236,116,0,1
9,0,3,0,0,0,31.30371,121.33106,1,17,18188007,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.29783,121.53457,16,17,18236983,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,3,0,0,0,31.218,121.41872,5,6,18238684,170,4,72,9,0,1,7,77,13,29,11,1,0
13,0,3,0,0,0,31.44234,121.32396,1,17,18250385,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,3,0,0,0,31.325,121.44847,2,17,18276075,0,0,0,0,0,0,0,0,0,8,0,0,0
9,0,2,6.9,6.9,6.9,31.258,121.483,9,17,18276080,0,0,0,0,0,0,0,0,0,3,0,1,0
14,0,3,0,0,0,31.155,121.35521,12,17,18276084,0,0,0,0,0,0,0,0,0,4,0,1,0
0,0,1,0,0,0,31.11345,121.57151,6,17,18276089,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,7,0,30.75281,121.26306,14,17,18283431,0,0,0,0,0,0,0,0,0,4,0,0,0
10,0,1,0,0,6.9,31.27967,121.60949,6,2,18286020,0,0,0,0,0,0,0,0,0,10,0,0,0
12,1,3,0,0,0,31.2513,121.60002,6,2,18299812,18,0,7,3,0,0,0,8,1,8,4,0,0
6,0,3,0,0,0,31.18176,121.4929,6,8,18336802,0,0,0,0,0,0,0,0,1,34,15,1,0
11,0,3,0,0,0,30.83322,121.52602,13,17,18338545,0,0,0,0,0,0,0,0,0,2,0,0,0
12,0,1,0,0,0,30.90613,121.81776,6,17,18341475,0,0,0,0,0,0,0,0,0,1,0,0,0
12,1,3,0,0,0,31.10305,121.60874,6,17,18362492,0,0,0,0,0,0,0,0,5,25,11,0,1
12,0,3,0,0,0,31.62084,121.3962,18,17,18363419,100,25,31,2,0,1,4,37,16,5,4,0,0
13,1,3,0,6.9,0,30.90486,121.81524,6,17,18394354,0,0,0,0,0,0,0,0,0,7,0,0,0
12,1,3,0,0,0,31.23682,121.48371,15,17,18402324,58,9,23,3,2,0,1,20,9,94,29,1,1
0,0,1,0,0,0,31.22825,121.51732,6,4,18486000,0,0,0,0,0,0,0,0,0,3,0,1,0
17,0,3,0,0,0,31.23229,121.31645,1,17,18487289,0,0,0,0,0,0,0,0,0,2,0,0,0
12,0,3,0,0,0,31.0403,121.21115,17,17,18546655,123,1,69,18,0,0,0,35,16,1,1,0,0
12,0,1,0,8,0,31.16558,121.34222,12,17,18547616,54,10,23,3,5,1,1,11,4,4,1,0,0
11,0,3,0,0,0,31.27964,121.60926,6,2,18567301,61,1,39,4,0,1,0,16,18,19,15,0,1
9,0,3,0,0,0,31.00442,121.23454,17,17,18583992,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,31.04066,121.45579,12,17,18588615,43,1,13,3,1,1,1,23,4,7,0,0,0
2,0,2,0,0,0,31.20578,121.40232,5,15,18763824,0,0,0,0,0,0,0,0,2,3,3,0,0
13,0,1,0,0,0,31.36436,121.24204,1,17,18965368,57,1,17,6,0,0,0,33,14,5,3,0,0
17,0,3,7,6.9,6.9,31.31518,121.38556,2,17,18965927,24,0,16,2,0,0,1,5,8,4,4,0,0
0,0,3,6.9,6.9,6.9,0,0,12,17,18977854,0,0,0,0,0,0,0,0,0,1,0,0,0
11,1,3,0,0,7,31.05856,121.24161,17,17,18981445,153,22,68,7,4,2,1,49,35,40,23,0,0
14,0,3,7,7,0,31.14824,121.31535,17,17,19185050,0,0,0,0,0,0,0,0,0,3,0,0,0
9,0,3,0,0,0,31.1512,121.31419,17,17,19185085,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,2,0,0,0,31.22508,121.44643,11,16,19202890,16,3,9,1,0,0,0,3,5,981,157,1,1
12,0,1,0,0,0,31.22235,121.38092,4,17,19267131,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,31.22054,121.46866,10,12,19282639,21,0,14,6,0,0,0,1,6,20,6,0,0
12,0,2,0,0,0,31.14621,121.56756,6,17,19282646,0,0,0,0,0,0,0,0,0,3,2,0,0
4,0,3,0,0,0,31.10118,121.36251,12,5,19282648,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,3,0,0,0,31.16049,121.32209,12,17,19282664,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,31.1191,121.55789,6,17,19282666,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,3,0,0,0,31.36654,121.44434,2,17,19282677,0,0,0,0,0,0,0,0,0,4,0,0,0
12,0,3,0,0,0,31.15816,121.32476,12,17,19287844,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,31.29127,121.31906,1,17,19288181,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.0584,121.41189,12,17,19288186,0,0,0,0,0,0,0,0,0,1,0,0,0
10,0,2,0,0,0,31.17346,121.43489,7,17,19288187,13,0,6,2,0,0,0,5,0,9,7,0,0
11,0,1,0,0,0,31.20053,121.41258,5,17,19288194,0,0,0,0,0,0,0,0,0,0,0,1,0
10,0,3,6.9,6.9,6.9,0,0,13,17,19288203,0,0,0,0,0,0,0,0,0,1,0,0,0
9,0,3,0,0,0,31.08844,121.33879,17,17,19288213,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,0,0,31.25412,121.36414,1,17,19288221,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,3,0,0,0,0,0,17,17,19288226,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,31.03682,121.71808,6,17,19288229,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,0,0,1,17,19288234,0,0,0,0,0,0,0,0,0,3,0,0,0
12,1,3,9,0,9,31.20961,121.40132,5,17,19291192,0,0,0,0,0,0,0,0,0,540,0,1,1
13,0,3,0,6.9,6.9,31.37719,121.22808,1,17,19375134,0,0,0,0,0,0,0,0,0,1,0,1,0
16,1,3,0,7,0,31.27772,121.44139,3,17,19401860,29,0,14,3,0,1,0,11,12,71,12,0,1
12,0,2,0,7,7,31.23574,121.4789,15,17,19403507,0,0,0,0,0,0,0,0,0,5,0,1,0
12,0,3,0,0,0,31.54118,121.77746,18,17,19415077,0,0,0,0,0,0,0,0,0,0,0,0,0
15,1,0,0,9,9,31.00682,121.40495,12,17,19429417,122,13,65,7,0,4,0,33,37,276,40,0,1
2,0,1,0,0,0,0,0,5,6,19578560,0,0,0,0,0,0,0,0,0,3,0,0,0
12,1,3,0,8.9,0,31.20699,121.40733,5,15,19581610,203,43,69,14,3,10,0,64,22,1155,283,0,1
16,0,3,0,0,0,31.25365,121.36301,1,17,19586962,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,0,0,31.22874,121.43855,11,16,19645812,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,0,0,17,17,19678996,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,0,0,16,17,19684066,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,31.00146,121.42473,12,17,19685259,0,0,0,0,0,0,0,0,0,2,0,0,0
9,0,3,0,0,0,31.35318,121.26044,1,17,19791579,0,0,0,0,0,0,0,0,0,5,0,0,0
13,0,3,6.9,0,6.9,31.11597,121.49611,12,17,19815846,0,0,0,0,0,0,0,0,0,1,0,1,0
12,0,3,0,0,0,31.13698,121.35745,12,17,19829035,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,0,0,0,13,17,20662503,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,0,31.09271,121.31919,17,17,20684190,27,1,15,1,1,0,0,9,2,5,6,0,0
12,0,2,0,0,0,31.23687,121.48348,15,17,20691599,0,0,0,0,0,0,0,0,0,39,0,1,1
12,1,2,0,0,0,31.31132,121.31723,1,17,20704513,68,14,29,3,0,2,0,20,11,203,25,0,1
12,0,3,0,0,0,31.15113,121.35585,12,17,20724002,0,0,0,0,0,0,0,0,0,3,0,0,0
11,0,3,0,0,0,30.89569,121.1613,14,17,20727648,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,3,0,0,0,31.10764,121.36627,12,5,20836158,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,0,0,6,17,20854129,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.13551,121.35536,12,17,20899108,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.04206,121.40677,12,17,20909089,0,0,0,0,0,0,0,0,0,0,0,1,0
11,0,1,0,0,0,31.27765,121.60946,6,2,20917981,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,2,6.9,6.9,6.9,31.23133,121.4111,4,17,20921373,0,0,0,0,0,0,0,0,0,2,0,1,0
12,0,1,0,0,0,31.25284,121.53099,16,17,20945512,0,0,0,0,0,0,0,0,0,3,4,0,0
12,0,3,0,0,0,31.22371,121.53439,6,17,20947980,0,0,0,0,0,0,0,0,0,2,0,1,0
11,1,1,0,0,0,31.23123,121.46498,11,16,21026195,0,0,0,0,0,0,0,0,5,20,12,0,1
11,0,3,0,0,0,31.22405,121.44605,11,3,21089107,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,0,0,31.22405,121.44605,11,3,21089108,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,2,0,0,0,31.16922,121.28236,8,17,21097744,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.33571,121.51503,16,17,21097754,0,0,0,0,0,0,0,0,0,1,0,0,0
13,0,1,0,0,0,31.2294,121.52071,6,17,21097764,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0,3,0,0,0,31.34526,121.24537,1,17,21097790,0,0,0,0,0,0,0,0,0,0,0,1,0
13,0,1,0,0,0,31.23063,121.72591,6,17,21097802,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,3,0,0,0,31.14601,121.12641,15,17,21097806,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,3,0,0,0,31.33904,121.2804,1,17,21097849,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,3,0,0,0,30.90188,121.44842,13,17,21097857,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,3,0,0,0,31.16489,121.3387,12,17,21097864,0,0,0,0,0,0,0,0,0,3,0,0,0
5,0,3,0,0,0,31.40283,121.35085,2,17,21097929,0,0,0,0,0,0,0,0,0,0,0,1,0
23,0,3,7,0,7,31.25128,121.50673,9,17,21102682,0,0,0,0,0,0,0,0,0,2,0,1,0
13,1,2,0,0,0,31.20469,121.60137,6,9,21103887,239,56,100,12,1,7,3,60,37,550,219,1,1
11,0,1,0,0,0,31.22352,121.4475,11,3,21105645,0,0,0,0,0,0,0,0,0,4,0,1,0
12,0,1,0,0,0,31.22831,121.51522,6,4,21130694,69,3,23,5,0,1,0,37,15,96,30,1,1
12,0,3,0,0,0,31.23225,121.37835,4,17,21224942,125,22,49,5,2,2,2,43,15,465,11,1,1
12,1,2,8,0,7.9,31.27474,121.51684,16,17,21315273,91,18,35,3,2,6,0,27,11,364,233,1,1
0,0,3,0,0,0,31.17431,121.3677,12,17,21324416,0,0,0,0,0,0,0,0,0,0,0,1,0
13,0,3,0,0,0,31.38861,121.26814,1,17,21333562,0,0,0,0,0,0,0,0,0,2,0,0,0
12,1,2,0,0,0,31.21466,121.47487,15,17,21378072,30,0,18,8,0,0,0,4,5,200,57,1,1
12,1,1,7.9,7.9,0,31.21169,121.48718,15,17,21398139,120,7,74,6,4,0,2,27,35,135,39,1,1
9,0,2,6.9,0,0,31.24794,121.39388,4,17,21426966,0,0,0,0,0,0,0,0,0,1,0,0,0
14,0,3,0,0,0,0,0,3,17,21567921,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,3,0,0,0,31.23843,121.4855,15,17,21602905,291,111,43,8,29,5,1,94,12,825,237,1,1
23,0,3,0,0,0,0,0,4,17,21614580,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,6.9,0,0,31.1252,121.30976,17,17,21627579,0,0,0,0,0,0,0,0,0,1,0,0,0
14,0,3,0,0,0,31.12901,121.31972,17,17,21627623,0,0,0,0,0,0,0,0,0,1,0,0,0
10,0,3,0,0,0,31.33967,121.43609,2,17,21654425,0,0,0,0,0,0,0,0,0,1,0,1,0
0,0,1,0,0,0,31.29051,121.61067,6,17,21656827,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,8,31.2096,121.40132,5,17,21725638,0,0,0,0,0,0,0,0,0,162,0,1,1
14,0,3,0,0,0,31.24743,121.42907,4,17,21760790,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,2,0,0,0,31.20631,121.4835,10,17,21792315,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,6,0,0,0,3,17,21796791,0,0,0,0,0,0,0,0,0,2,0,0,0
24,0,1,0,0,0,0,0,10,17,21801342,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,2,0,0,8,31.27147,121.55731,16,17,21804965,0,0,0,0,0,0,0,0,0,24,10,0,1
12,0,2,0,0,0,31.24115,121.43837,4,17,21810980,0,0,0,0,0,0,0,0,0,2,0,1,0
12,1,1,0,0,0,31.20095,121.39241,5,17,21825918,117,8,74,1,0,0,1,33,27,229,59,1,1
13,0,3,0,0,0,0,0,6,17,21828319,0,0,0,0,0,0,0,0,0,2,0,0,0
8,0,3,0,0,0,31.00298,121.22924,17,17,21828824,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,3,0,0,0,31.24537,121.38388,4,17,21844727,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.24537,121.38388,4,17,21845074,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,2,0,0,0,31.1542,121.22725,8,17,21846650,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,31.13249,121.40058,12,17,21848679,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,1,0,0,0,31.11403,121.56958,6,17,21848692,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,31.11403,121.56958,6,17,21849667,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,3,0,0,0,31.00689,121.234,17,17,21851505,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0,3,0,0,0,31.00689,121.234,17,17,21852356,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,3,0,0,0,31.23614,121.48207,15,17,21853105,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0,3,0,0,0,31.00702,121.2354,17,17,21854188,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.00702,121.2354,17,17,21856198,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,3,0,0,0,31.00702,121.2354,17,17,21856217,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,3,0,0,0,31.00702,121.2354,17,17,21856227,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,3,0,0,0,31.32407,121.44658,2,17,21860899,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,0,0,31.32407,121.44658,2,17,21863001,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.32407,121.44658,2,17,21863003,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,3,0,0,0,30.91604,121.4838,13,17,21863020,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,2,0,0,0,31.1931,121.44099,7,17,21863071,0,0,0,0,0,0,0,0,0,0,0,1,0
11,0,3,0,0,0,30.72668,121.33654,14,17,21865408,0,0,0,0,0,0,0,0,0,1,0,0,0
16,0,3,0,0,0,31.23468,121.47382,15,17,21865463,0,0,0,0,0,0,0,0,0,0,0,1,0
11,0,3,0,0,0,31.23468,121.47382,15,17,21865508,0,0,0,0,0,0,0,0,0,0,0,1,0
11,0,3,0,0,0,31.23468,121.47382,15,17,21865515,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0,3,0,0,0,31.23468,121.47382,15,17,21867665,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,2,0,0,6.9,31.36545,121.43333,2,17,21908769,28,2,14,1,0,0,0,11,4,6,5,0,0
2,0,1,0,0,0,31.20238,121.40057,5,15,21930985,0,0,0,0,0,0,0,0,0,2,0,1,0
10,0,1,0,0,0,31.16868,121.43233,7,17,21932549,0,0,0,0,0,0,0,0,0,2,0,1,0
13,0,1,0,0,0,31.37915,121.257,1,17,21942793,0,0,0,0,0,0,0,0,0,14,0,0,1
12,0,3,6.9,7,6.9,31.40325,121.50429,2,17,21943692,0,0,0,0,0,0,0,0,0,1,0,0,0
11,0,3,0,0,0,31.24693,121.35527,1,17,21944577,0,0,0,0,0,0,0,0,0,0,0,1,0
13,1,3,0,0,0,31.17067,121.41932,7,17,21952784,0,0,0,0,0,0,0,0,0,54,0,1,1
15,0,3,0,0,0,30.94234,121.45907,13,17,21965511,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,3,0,0,0,31.32465,121.44851,2,17,21975026,0,0,0,0,0,0,0,0,0,24,0,0,0
12,0,1,0,0,0,31.17115,121.3752,12,13,21975762,17,1,15,0,0,0,0,1,5,11,8,0,0
17,1,3,0,0,0,31.32157,121.44458,2,17,21993505,34,1,14,4,0,0,1,14,5,12,3,1,0
14,0,1,6.9,6.9,6.9,31.21681,121.45951,15,12,22024084,0,0,0,0,0,0,0,0,0,2,0,1,0
12,0,3,6.9,6.9,6.9,0,0,16,7,22058631,0,0,0,0,0,0,0,0,0,4,0,0,0
0,0,3,0,0,0,31.27095,121.41492,4,17,22063873,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,31.21882,121.46352,10,17,22069252,14,0,6,2,0,0,0,6,3,6,4,0,0
10,0,3,7,7,7,0,0,13,17,22076518,0,0,0,0,0,0,0,0,0,1,0,0,0
22,0,3,0,0,0,30.94187,121.45943,13,17,22076596,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,0,0,12,5,22133675,0,0,0,0,0,0,0,0,0,2,0,0,0
14,0,1,0,0,0,31.22947,121.51261,6,4,22149270,0,0,0,0,0,0,0,0,0,0,0,1,0
13,1,1,8,7.9,0,31.2591,121.36539,1,17,22161530,26,0,19,1,0,0,0,6,11,30,10,0,0
11,0,3,6.9,6.9,6.9,31.22019,121.50072,15,17,22179510,0,0,0,0,0,0,0,0,0,4,0,0,0
8,0,1,6.9,6.9,6.9,31.20699,121.41901,5,6,22184737,0,0,0,0,0,0,0,0,0,2,0,1,0
12,0,0,0,0,0,31.30357,121.54463,16,17,22222134,0,0,0,0,0,0,0,0,0,3,1,0,0
17,0,3,0,0,0,0,0,12,17,22227584,0,0,0,0,0,0,0,0,0,2,0,0,0
10,0,3,0,0,0,0,0,15,11,22231957,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,2,0,0,0,31.26185,121.43802,4,17,22233864,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,3,0,0,0,31.27948,121.43441,3,17,22237709,0,0,0,0,0,0,0,0,0,1,0,0,0
13,0,3,0,0,0,31.35429,121.2495,1,17,22245828,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,2,0,0,0,31.28145,121.48249,9,17,22247914,0,0,0,0,0,0,0,0,0,2,0,0,0
13,0,3,7.9,0,8,31.23076,121.47623,15,11,22250050,0,0,0,0,0,0,0,0,0,113,0,1,0
10,0,3,0,0,0,31.23077,121.47299,10,11,22250726,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,3,0,0,0,0,0,11,16,22250781,0,0,0,0,0,0,0,0,0,1,0,0,0
11,0,1,0,0,0,0,0,5,6,22250784,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,1,0,0,0,0,0,6,17,22251069,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,3,0,0,0,0,0,3,17,22251082,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,0,0,0,0,0,4,17,22251091,0,0,0,0,0,0,0,0,0,3,0,0,0
11,0,3,0,0,0,30.93113,121.46364,13,17,22297996,0,0,0,0,0,0,0,0,0,6,0,0,0
9,0,3,0,0,0,31.34423,121.26004,1,17,22298247,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,31.13372,121.4016,12,17,22302036,0,0,0,0,0,0,0,0,0,16,0,1,0
13,0,3,0,0,0,31.13014,121.40729,12,17,22307160,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,3,6.9,6.9,6.9,31.17733,121.3883,12,17,22309131,0,0,0,0,0,0,0,0,0,1,0,0,0
16,0,2,0,0,0,31.20041,121.25777,8,17,22348620,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.12129,121.42219,12,17,22356866,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,2,0,0,0,0,0,7,17,22363283,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,1,0,0,0,31.09489,121.50423,12,17,22376467,0,0,0,0,0,0,0,0,0,11,0,1,0
0,0,1,0,0,0,31.23027,121.51826,6,4,22379847,0,0,0,0,0,0,0,0,0,0,0,1,0
13,0,1,0,0,0,31.11423,121.57026,6,17,22397219,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,7,7,0,31.2548,121.32611,1,17,22409833,0,0,0,0,0,0,0,0,0,3,0,0,0
13,0,1,0,0,0,31.32935,121.27839,1,17,22416286,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.32398,121.43638,2,17,22418250,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,31.03296,121.71461,6,17,22423447,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,1,0,0,0,0,0,10,12,22446940,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.19081,121.38838,12,17,22463476,0,0,0,0,0,0,0,0,0,1,0,0,0
13,0,3,0,0,0,0,0,12,17,22464609,0,0,0,0,0,0,0,0,0,2,0,0,0
12,0,3,0,0,0,31.27834,121.43124,3,17,22465027,0,0,0,0,0,0,0,0,0,1,0,0,0
9,0,3,0,0,0,31.02534,121.45258,12,17,22474523,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,0,0,0,3,17,22511504,0,0,0,0,0,0,0,0,0,1,0,0,0
12,0,1,0,0,0,31.10898,121.3867,12,5,22522083,0,0,0,0,0,0,0,0,0,13,0,1,0
10,0,1,0,0,0,31.23482,121.47428,10,17,22567766,0,0,0,0,0,0,0,0,0,0,0,1,0
12,0,3,0,0,0,31.02017,121.39791,12,17,22567959,0,0,0,0,0,0,0,0,0,3,0,0,0
22,0,3,0,0,0,30.92296,121.45388,13,17,22583731,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,2,0,0,7,31.22345,121.48936,15,17,22586548,0,0,0,0,0,0,0,0,0,9,0,0,0
10,0,1,0,0,0,31.21972,121.4798,10,17,22591517,0,0,0,0,0,0,0,0,0,0,0,1,0
24,0,3,0,0,0,31.06077,121.42934,12,17,22591927,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,3,0,0,0,31.31655,121.50793,16,17,22592106,0,0,0,0,0,0,0,0,0,51,0,1,0
12,0,3,0,0,0,0,0,17,17,22593806,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,1,0,0,0,0,0,10,17,22636844,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,0,0,0,0,2,17,22637539,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,3,0,0,0,31.21882,121.46265,10,17,22644460,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,3,0,0,0,31.23114,121.46409,11,16,22645185,0,0,0,0,0,0,0,0,0,9,0,1,0
14,0,3,0,0,0,31.29747,121.44875,3,17,22669190,0,0,0,0,0,0,0,0,0,1,0,1,0
14,0,2,0,0,0,31.26059,121.49894,9,17,22669368,0,0,0,0,0,0,0,0,0,0,0,1,0
14,0,3,0,0,0,31.33129,121.4402,2,17,22669407,0,0,0,0,0,0,0,0,0,0,0,1,0
14,0,3,0,0,0,31.01704,121.2199,17,17,22669425,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.27981,121.42139,2,17,22669436,0,0,0,0,0,0,0,0,0,0,0,0,0
14,0,3,0,0,0,31.11793,121.25958,17,17,22669442,0,0,0,0,0,0,0,0,0,0,0,1,0
